id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
54334,Très bel appartement  a louer,254811,Charlotte,,Quartier 5-1,46.914,-71.19565,Entire home/apt,100,2,73,2018-10-07,0.78,1,0
138381,Bed & Breakfast La California,675584,Mary,,Sillery,46.76843,-71.26636,Private room,165,1,125,2018-10-09,1.33,2,279
194287,To 3 km Old-Quebec - Quebec city,943484,Lyne,,Sillery,46.79658,-71.23909,Private room,55,2,159,2018-12-28,1.73,1,22
198548,Fabulous view in heart of Québec,960772,Marianne,,Saint-Roch,46.81233,-71.22545,Entire home/apt,150,15,42,2019-03-01,0.46,1,209
214967,Bel appartement Au bord du fleuve,1110010,Julie,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80286,-71.21271,Private room,66,2,133,2019-02-18,1.67,1,360
268812,Apartment Old city Quebec condo,1408583,Émilie,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81023,-71.21082,Entire home/apt,35,30,77,2019-02-07,0.87,1,0
280992,Wonderful HOUSE to rent in Quebec,1453611,Jean-François,,Cap-Rouge,46.76374,-71.35252,Entire home/apt,150,300,4,2015-08-03,0.07,1,365
286704,Cosy apartment downtown Québec city,1491727,Jérôme,,Saint-Roch,46.81564,-71.22232,Entire home/apt,90,6,9,2017-01-01,0.11,1,0
301443,Quebec City Apt. Monthly Rental,1562944,Patrice,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81396,-71.20707,Entire home/apt,40,30,16,2018-06-11,0.18,12,280
321029,latin quarter studio old-quebec,1764323,Gilles,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81443,-71.20698,Entire home/apt,28,31,126,2018-12-05,2.13,2,175
330502,Home sweet home!,1686119,Claire,,Vieux-Moulin,46.85134,-71.21403,Entire home/apt,88,3,33,2016-09-18,0.39,1,65
348043,Condo in Old-Quebec all included,1764323,Gilles,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81639,-71.20908,Entire home/apt,33,31,157,2019-01-24,1.92,2,178
502417,Super location in House 1915  Walkable Old Québec,2479300,Marie-Denise,,Saint-Jean-Baptiste,46.80636,-71.22687,Entire home/apt,68,2,157,2019-01-02,1.95,6,257
562682,New-York experience in typical apartment P.Q,2479300,Marie-Denise,,Saint-Jean-Baptiste,46.80749,-71.22662,Entire home/apt,79,3,76,2019-02-17,1.13,6,298
588889,Waterfront in Quebec City - Summer 2018,2904660,Mariane,,Lac-Saint-Charles,46.93219,-71.38034,Entire home/apt,225,7,3,2018-08-11,0.11,2,37
652744,Vintage Artistic entire 2.5 apt  Walkable to Old Q,2479300,Marie-Denise,,Saint-Jean-Baptiste,46.80771,-71.22705,Entire home/apt,79,2,95,2019-02-18,1.20,6,329
652815,Large Queen bedroom in house 1915,2479300,Marie-Denise,,Saint-Jean-Baptiste,46.80644,-71.2265,Private room,75,3,86,2019-03-06,1.10,6,362
652950,SUPER VIEW  on the city,2479300,Marie-Denise,,Saint-Jean-Baptiste,46.80691,-71.22627,Private room,68,3,67,2018-10-20,0.85,6,270
659635,Confortable TWIN BEDS with artistic walls,2479300,Marie-Denise,,Saint-Jean-Baptiste,46.80772,-71.22651,Private room,70,3,73,2019-02-18,0.93,6,365
661569,Large Charming Room w/ View,675584,Mary,,Sillery,46.76978,-71.26591,Private room,145,1,47,2018-10-14,0.68,2,279
676674,Quiet place around Québec City,3439637,Martin,,Duberger-Les Saules,46.80526,-71.31616,Private room,80,1,0,,,1,340
683504,A nice accommodation in Saint-Sacrement,3483772,Mélanie,,Saint-Sacrement,46.79558,-71.24493,Entire home/apt,35,10,2,2019-01-07,0.14,1,0
715626,Appartement de charme au coeur de Q,3687026,Laurence,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81595,-71.21403,Entire home/apt,90,6,5,2016-05-29,0.07,1,0
726201,Amazing Loft within Old City Walls,3756048,Odette,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.8105,-71.21123,Entire home/apt,50,10,7,2018-12-05,0.25,1,18
740944,Perfect Stay :),3876974,Juli & Marilou,,Saint-Sauveur,46.8138,-71.23785,Entire home/apt,115,2,40,2019-02-24,0.52,1,81
752626,Beautiful WHOLE basement near town,3958607,Gabrielle Et Jean-Yves,,Vieux-Moulin,46.85374,-71.20705,Private room,80,2,46,2017-10-08,0.66,1,279
760018,Apartment+Parking+Garden (Vieux-Limoilou),4005779,Marie-Christine,,Vieux-Limoilou,46.82868,-71.22634,Entire home/apt,80,4,56,2019-01-17,0.74,1,0
795815,Best Apartment ! Best Neighborhood ! (Parfait!),4191688,Vincent,,Vieux-Limoilou,46.82776,-71.23196,Entire home/apt,70,5,0,,,1,0
804419,A room downtown quebec city!,2335344,Clo,,Saint-Jean-Baptiste,46.80977,-71.22364,Private room,42,3,168,2018-12-28,2.22,2,132
813320,Chambre douillette,4273385,Samuel,,Plateau,46.77479,-71.31162,Private room,29,1,66,2019-01-09,0.93,3,14
859392,"Grande chambre avec intimité, Qc ",525942,Françoise Et Noah,,Saint-Sauveur,46.81151,-71.23122,Private room,42,2,38,2018-07-16,0.54,1,0
878309,Large and sunny apartment,4598359,Agnes,,Sillery,46.78341,-71.25123,Entire home/apt,74,30,21,2018-07-20,0.30,2,291
878904,Charming studio,4598359,Agnes,,Sillery,46.7817,-71.25042,Entire home/apt,42,30,14,2018-10-03,0.20,2,249
885430,Private Guest Room in Quebec City,4692704,Gerard,,Vieux-Limoilou,46.82372,-71.23348,Private room,60,2,33,2016-02-14,0.45,1,0
896581,"Québec, maison vue sur le Fleuve",4646399,Mélody,,Cap-Rouge,46.74721,-71.35105,Entire home/apt,130,2,4,2017-08-19,0.06,1,0
920945,Apartment - Private Room,2696327,Catherine,,Saint-Jean-Baptiste,46.81169,-71.22013,Private room,84,2,130,2019-02-17,1.77,2,359
975749,appart central avec parking 6 pers.,3704617,Atnae Et Pascal,,Saint-Sacrement,46.79359,-71.25751,Entire home/apt,75,29,49,2018-08-09,0.69,1,177
996503,Un petit nid douillet pour vous!!,1544262,Caroline,,Notre-Dame-des-Laurentides,46.90382,-71.30191,Private room,60,3,47,2018-10-13,0.69,1,158
997400,lovely appartement,5480680,Adriana,,Chutes-Montmorency,46.88356,-71.17293,Entire home/apt,43,1,299,2019-02-15,4.21,2,315
1001559,Modern Montcalm condo (private parking),5508181,Simon,,Saint-Jean-Baptiste,46.80631,-71.22715,Entire home/apt,325,2,4,2019-02-18,0.53,1,3
1011073,Beautiful apartment in downtown,1105363,Mario,,Saint-Roch,46.81566,-71.22305,Entire home/apt,79,31,133,2019-01-20,1.90,1,184
1069590,Chambre dans une maison,5369539,Fabien,,Val-Bélair,46.86069,-71.44341,Private room,35,2,77,2018-10-01,1.13,1,0
1080755,Nice apart in in Old Limoilou - QC,5944423,Catherine,,Vieux-Limoilou,46.82288,-71.22951,Entire home/apt,95,2,175,2019-02-10,2.54,2,130
1083448,Chic condo in Quebec ready to live!,5956780,Yannick,,Saint-Jean-Baptiste,46.80396,-71.22204,Entire home/apt,55,183,16,2015-03-30,0.23,1,358
1094510,Amazing location-near old city,6012904,Frédéric,,Saint-Jean-Baptiste,46.81229,-71.2206,Entire home/apt,150,3,2,2018-03-19,0.03,1,333
1094871,"Perfect location, heart of Qc City!",6015223,Guillaume,,Saint-Jean-Baptiste,46.80669,-71.22328,Entire home/apt,95,2,116,2019-02-18,1.73,1,57
1103650,"3 bdr Home Old Quebec, Vieux-Quebec",6060744,Sophie,,Saint-Jean-Baptiste,46.80905,-71.22001,Entire home/apt,289,6,15,2019-01-01,0.22,1,109
1240632,Sunny and quietRoom to rent monthly,6212858,Katia,,Duberger-Les Saules,46.80802,-71.33486,Private room,103,30,4,2018-12-01,0.09,3,123
1284764,"Quiet, 4km to downtown",6846227,Charline,,Lairet,46.83959,-71.24341,Entire home/apt,66,2,71,2018-09-17,1.03,1,365
1345641,"Québec, front of St-Laurence river",3684060,Lucie,,Saint-Louis,46.75898,-71.27337,Entire home/apt,167,31,0,,,1,270
1453967,Beautiful 3 bedroom house Old Quebec with parking,2454396,Peter,,Saint-Jean-Baptiste,46.80837,-71.22552,Entire home/apt,330,5,6,2018-06-26,0.11,1,166
1454245,Maison au centre ville de Québec.,7798930,Stephane,,Saint-Jean-Baptiste,46.81152,-71.22125,Entire home/apt,100,2,117,2019-02-17,1.73,1,121
1486117,Magnifique chambre Petit-Champlain,7927151,Ariane,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81528,-71.20141,Private room,108,1,85,2019-02-20,1.26,18,314
1486498,Magnificient room in historic Building Old Quebec,7927151,Ariane,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81271,-71.20454,Private room,108,1,116,2019-02-18,1.84,18,281
1486966,Cozy Room Petit-Champlain,7927151,Ariane,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81232,-71.20412,Private room,99,1,128,2019-02-20,1.90,18,352
1487080,Magnificient room Petit Champlain,7927151,Ariane,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81398,-71.203,Private room,99,1,89,2019-02-20,1.33,18,346
1487383,Amazing Appartment with a stunning view,7927151,Ariane,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81076,-71.2064,Private room,295,2,171,2019-02-17,2.53,18,307
1516068,Chambre dans maison privée,6137330,André,,Sillery,46.78447,-71.25825,Private room,50,3,14,2019-02-28,0.24,1,211
1583865,The Gallery,8437741,Frederick,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81643,-71.20853,Entire home/apt,84,30,289,2019-02-18,4.30,13,273
1625005,Dumontier house,8640791,Daniel,,Quartier 5-4,46.85731,-71.19416,Private room,90,1,6,2018-06-25,0.11,1,1
1635571,Spacious room - 2 DOUBLE BEDS,8687028,Nicola,,Maizerets,46.83739,-71.22299,Private room,70,1,101,2018-09-09,1.73,9,183
1645445,AMAZING 2STORIES CONDO IN OLDQUEBEC,8732163,Joe,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81568,-71.20777,Entire home/apt,245,28,113,2019-01-02,2.15,4,337
1673714,"House / apartment for rent, Quebec",8859801,Elba-María,,Cité Universitaire,46.78008,-71.30544,Entire home/apt,46,2,3,2017-08-04,0.05,2,0
1683632,appartement conjoint,8895388,Richard,,Saint-Jean-Baptiste,46.80696,-71.22751,Entire home/apt,125,30,75,2018-12-31,1.19,1,351
1751989,"Apartment, old Quebec",8629600,Clara,,Saint-Roch,46.81489,-71.22147,Entire home/apt,145,7,113,2019-02-18,2.67,1,35
1791781,Appartement St-Jean-Baptiste- 2 pas du VieuxQuebec,9400797,Christine,,Saint-Jean-Baptiste,46.80879,-71.21973,Entire home/apt,110,5,22,2019-02-21,0.37,2,306
1851589,Bright room near parc for skiing,8687028,Nicola,,Maizerets,46.83672,-71.22148,Private room,75,1,22,2018-09-03,0.37,9,183
1863842,3 bdr appartment near attractions,1645012,Gaby,,Quartier 5-4,46.86202,-71.1895,Entire home/apt,98,1,195,2019-02-10,3.01,1,352
1913443,Nice apt 5 min. walking from Old Qc,9400797,Christine,,Saint-Jean-Baptiste,46.80799,-71.21993,Entire home/apt,121,5,34,2019-02-23,0.61,2,220
1977616,Amazing View close to Vieux-Quebec,10207764,Shawn,,Saint-Jean-Baptiste,46.80796,-71.22183,Private room,60,1,5,2018-06-29,0.08,1,3
1979239,Zen Room Downtown Quebec City,10214782,Véronique,,Saint-Sauveur,46.81187,-71.23208,Private room,38,2,258,2019-02-24,4.09,3,336
2014421,contemporary on the heart of city,7223580,Nicolas,,Sillery,46.77659,-71.24661,Entire home/apt,141,14,3,2018-08-05,0.05,1,0
2038775,Grande maison pour belles vacances,10459258,Rodolphe,,Plateau,46.7712,-71.3089,Entire home/apt,150,7,6,2017-08-06,0.11,1,34
2060419,Large bright flat in Limoilou ideal for families,10546389,Catherine,,Vieux-Limoilou,46.82596,-71.2276,Entire home/apt,100,3,31,2018-08-09,0.55,1,0
2076200,Modern with cachet-Condo Old Quebec,8732163,Joe,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81416,-71.20769,Entire home/apt,179,28,72,2019-01-03,1.16,4,311
2083097,Cozy house close to all attractions,6272645,Daniela,,Cité Universitaire,46.78882,-71.26307,Entire home/apt,76,8,2,2017-08-01,0.03,1,0
2083339,Newyork,10641360,International Guesthouse,,Vanier,46.81727,-71.26416,Private room,66,1,3,2018-10-20,0.05,10,362
2083615,Venice,10641360,International Guesthouse,,Vanier,46.81915,-71.26505,Private room,50,1,0,,,10,365
2083695,Tokyo,10641360,International Guesthouse,,Vanier,46.81738,-71.26365,Private room,55,1,2,2018-11-05,0.03,10,365
2096198,Nice clean house 10 min to downtown,10693257,Philippe,,Quartier 4-5,46.86152,-71.28255,Entire home/apt,125,4,0,,,1,0
2165708,Chambre chaleureuse dans un logement lumineux,10969787,Julie-Anne,,Maizerets,46.84047,-71.21721,Private room,60,30,18,2015-08-10,0.31,1,253
2203513,Cozy Studio in Central Quebec | Furnished,2874168,Brigitte / Ghislain,,Saint-Sacrement,46.79546,-71.2465,Entire home/apt,39,10,21,2018-10-31,0.48,1,252
2225388,chambres dans une famille hôte (bed and breakfast),9689485,Marie-Josée,,Notre-Dame-des-Laurentides,46.90705,-71.31351,Entire home/apt,75,1,323,2019-02-24,5.31,1,334
2250117,Old Quebec perfect location condo,8732163,Joe,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81437,-71.20717,Entire home/apt,179,28,63,2017-10-09,1.12,4,337
2254593,"Spacieuse maison de ville, Limoilou",4217000,Mathieu & Maude Émilie,,Vieux-Limoilou,46.82879,-71.23115,Entire home/apt,130,4,21,2017-08-08,0.35,2,44
2284050,Condo de charme à Québec!,11666073,Pascal,,Montcalm,46.80519,-71.22844,Entire home/apt,121,3,5,2016-08-20,0.13,1,0
2298185,Maison complètement rénové,11738144,Line,,Vanier,46.81463,-71.25753,Entire home/apt,121,4,77,2019-03-05,1.32,2,345
2350659,2 Bedroom Apartment,872920,Alexandra Et Eilis,,Saint-Sauveur,46.8154,-71.23937,Entire home/apt,70,1,36,2015-07-02,0.63,1,0
2370290,Appartement chaleureux,12107298,Luc,,Saint-Roch,46.81308,-71.22312,Entire home/apt,54,4,82,2018-11-14,1.36,1,177
2392340,Condo coeur de Québec ! 51/2 cachet,11836542,Isabelle,,Saint-Jean-Baptiste,46.81154,-71.22086,Entire home/apt,146,2,49,2019-02-24,0.81,2,166
2520366,"Chambre, salle de bain et salon privés",12902848,Florence,,Notre-Dame-des-Laurentides,46.89432,-71.29309,Private room,50,1,9,2018-10-08,0.16,1,363
2578139,Large private room ,6825502,André,,Sillery,46.78201,-71.26036,Private room,50,3,20,2019-02-11,0.34,2,94
2611623,chambre louée à Québec,8859801,Elba-María,,Cité Universitaire,46.781,-71.30467,Private room,59,2,2,2017-07-17,0.04,2,365
2647796,Condo  en plein coeur de Quebec,13556265,Denis,,Saint-Roch,46.81486,-71.22071,Entire home/apt,125,7,0,,,1,0
2678817,New cosy apartment near old Quebec,1646154,Dimitri,,Saint-Sauveur,46.8145,-71.23923,Entire home/apt,84,30,38,2019-02-18,0.67,8,287
2691114,Jumelé à louer - Ville de Québec,13773452,Julie,,Neufchâtel-Est/Lebourgneuf,46.84867,-71.33303,Entire home/apt,121,1,32,2018-12-29,0.60,1,0
2707655,Best neighbourhood in Quebec City,13244137,James,,Montcalm,46.8021,-71.22827,Entire home/apt,200,6,19,2018-09-13,0.34,1,0
2719825,"Apartment, room  basement",13891705,Daniel,,Maizerets,46.83823,-71.23241,Entire home/apt,28,2,27,2016-07-11,0.48,2,365
2753931,Chambre double à Québec,10127122,Anabelle,,Cité Universitaire,46.78927,-71.26717,Private room,40,1,6,2015-09-04,0.14,1,0
2803587,Quebec city Loft /appartement,14339917,Tony,,Saint-Roch,46.81658,-71.22441,Entire home/apt,86,1,315,2019-03-04,5.47,1,78
2815533,Heart of Old Quebec,14402481,Jacques,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81218,-71.21237,Entire home/apt,50,30,0,,,1,181
2825442,The Dancer loft,10343591,Erika,,Saint-Roch,46.8117,-71.22861,Entire home/apt,40,21,40,2019-02-24,0.68,3,268
2830513,Jolie chambre contemporaine !,14478681,Hélène,,Chutes-Montmorency,46.88718,-71.16391,Private room,50,1,102,2019-02-17,1.77,2,363
2854775,Littoral's Condo | Old Quebec and River view,14594594,Jonathan,,Quartier 5-4,46.85389,-71.18559,Private room,200,2,9,2017-10-09,0.19,5,302
2914664,COZY APARTMENT FOR 6 PERSONS DOWNTOWN QUEBEC CITY,14855211,Maite,,Saint-Sauveur,46.81195,-71.23495,Entire home/apt,121,4,7,2018-08-28,0.18,3,99
2914674,Lindo cuarto doble TODO INCLUIDO,14855211,Maite,,Saint-Sauveur,46.8104,-71.23502,Private room,50,1,17,2019-02-17,0.38,3,294
2930811,Intimacy and comfort in urban house,14966026,Maxim,,Saint-Sauveur,46.80836,-71.24203,Private room,66,1,596,2019-02-23,10.54,3,199
2958332,GRANDE CHAMBRE avec TROIS COUCHAGES A QUEBEC !,14855211,Maite,,Saint-Sauveur,46.81004,-71.23538,Private room,50,3,70,2018-11-23,1.50,3,80
2965713,Condo downtown Québec city,15132420,Sébastien,,Saint-Roch,46.81559,-71.22699,Entire home/apt,179,3,16,2016-08-15,0.36,1,0
3028706,Old-Port of Quebec city,15427139,Lyse,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81708,-71.20808,Entire home/apt,47,32,1,2019-02-11,1,3,167
3075113,Jolie condo à aire ouverte !,14478681,Hélène,,Chutes-Montmorency,46.88614,-71.16453,Entire home/apt,130,1,75,2018-10-08,1.31,2,157
3101045,1 bedroom apartment near Old Quebec,1646154,Dimitri,,Saint-Sauveur,46.81357,-71.23875,Entire home/apt,29,30,15,2018-12-28,0.26,8,281
3110790,Large family room,8687028,Nicola,,Maizerets,46.83647,-71.22146,Private room,75,1,109,2018-12-24,1.95,9,102
3111227,Sleeping in the tower!,8687028,Nicola,,Maizerets,46.8365,-71.22211,Private room,75,1,31,2018-10-15,0.56,9,181
3111369,With terrace and private bathtub,8687028,Nicola,,Maizerets,46.83732,-71.22301,Private room,75,1,45,2018-12-26,0.81,9,203
3111553,Romantic tower room,8687028,Nicola,,Maizerets,46.83663,-71.22149,Private room,70,1,60,2019-02-08,1.21,9,153
3111625,Cozy room with terrace access,8687028,Nicola,,Maizerets,46.83695,-71.22303,Private room,95,1,29,2017-09-12,0.53,9,203
3111690,The Chick Shack,8687028,Nicola,,Maizerets,46.83726,-71.22245,Private room,66,1,47,2018-12-17,1.15,9,195
3164320,Beau 3 1/2 ville de Québec,16050746,Justine,,Saint-Sauveur,46.80865,-71.23104,Entire home/apt,75,2,9,2016-02-08,0.22,1,0
3167852,"Condo à louer, Vieux-Québec!!!",16068360,Marie,,Saint-Jean-Baptiste,46.80946,-71.22375,Entire home/apt,75,5,0,,,2,0
3197458," Old Québec,  fully equiped",16068360,Marie,,Saint-Jean-Baptiste,46.81001,-71.22186,Entire home/apt,75,5,0,,,2,0
3303262,Beau condo au coeur de la ville,16353059,Julie,,Montcalm,46.79899,-71.24058,Private room,80,1,15,2017-09-14,0.27,1,0
3303683,BRIGHT AND SPACIOUS 2STORIES CONDO IN OLD PORT,8732163,Joe,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81709,-71.2108,Entire home/apt,185,2,28,2019-01-13,3.49,4,2
3340096,BTFUL HOUSE - FULLY EQUIPED,16856341,Roger,,Plateau,46.78068,-71.31668,Private room,54,2,36,2018-10-07,0.63,1,102
3353965,Nice room in the city center,4230347,Marie-Joëlle,,Saint-Jean-Baptiste,46.80792,-71.22321,Private room,50,2,236,2017-12-26,4.11,1,59
3379233,Beautiful house with terrace,17046926,Andrée-Anne,,Duberger-Les Saules,46.81909,-71.30864,Entire home/apt,175,3,11,2018-08-09,0.20,1,142
3379292,Couchage douillet pour 1 à 3 nuits,4273385,Samuel,,Plateau,46.77534,-71.31184,Shared room,38,1,28,2019-02-22,0.56,3,364
3396583,Qc city Ctre Apt 3ch 2Sdb pkg privé gatuit,6223073,Ludovic,,Vieux-Limoilou,46.82637,-71.2274,Entire home/apt,125,2,165,2019-02-17,2.96,5,349
3402597,BELLE  chambre PRIVÉE centre VILLE,6817306,Pierre,,Saint-Roch,46.81588,-71.22176,Private room,50,1,13,2018-01-02,0.23,5,351
3425542,The city in the countryside,7006808,Kael,,Quartier 5-1,46.93266,-71.1974,Entire home/apt,200,1,100,2019-01-02,1.78,1,276
3429927,Gîte à l'Augustine Vieux Québec,17286960,Caroline,,Saint-Jean-Baptiste,46.81272,-71.21772,Private room,104,3,30,2019-03-03,0.53,2,365
3453922,B&B Abat-Jour: Chambre triple,17405126,Ahmed Et Saloua,,Maizerets,46.83899,-71.2228,Private room,84,2,2,2017-07-20,0.06,4,365
3454142,"Logement meublé, climatisé (#5)",17405126,Ahmed Et Saloua,,Maizerets,46.84087,-71.22084,Entire home/apt,104,2,47,2018-12-30,0.83,4,355
3468610,"Songloulou-Limoilou, l’appartement",17476020,Bruno,,Vieux-Limoilou,46.8289,-71.23099,Entire home/apt,100,1,81,2019-02-18,1.44,2,319
3475573,"Superb condo in old Quebec, private room - double",17506435,Francis,,Saint-Jean-Baptiste,46.81137,-71.21599,Private room,68,5,97,2019-02-17,1.72,1,84
3476859,Fabulous City Central Appartment,17445271,Sophie,,Saint-Jean-Baptiste,46.80337,-71.22327,Entire home/apt,399,2,2,2018-09-19,0.23,2,199
3479387,Fabulous 2bed 3rd floor condo + cute cat,17526167,Catou,,Montcalm,46.8003,-71.2362,Entire home/apt,110,3,31,2019-01-02,0.55,1,0
3486441,AU COEUR DE LA VIE QUÉBÉCOISE,17555242,Julien-Pierre,,Vieux-Limoilou,46.82527,-71.2314,Entire home/apt,121,2,35,2018-11-07,0.62,1,331
3499399,CONDO PLEIN CENTRE-VILLE,12810887,Rémy,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81093,-71.21275,Entire home/apt,300,2,34,2018-09-12,0.61,1,139
3505304,MAISON CHALEUREUSE avec PISCINE CREUSÉE au sel,16374804,Alexandre,,Neufchâtel-Est/Lebourgneuf,46.86033,-71.33988,Entire home/apt,197,2,41,2018-09-03,0.88,1,0
3540443,Grande chambre pour colocation au centre-ville!,14686728,Laurence,,Saint-Sauveur,46.81078,-71.2372,Private room,46,5,118,2019-01-07,2.10,1,0
3566946,"Unifamiliale, RDC & Basement, 6 1/2",13891705,Daniel,,Maizerets,46.83815,-71.23202,Entire home/apt,28,2,20,2016-03-27,0.36,2,0
3592334,House for rent,3197450,Pierre,,Cité Universitaire,46.78257,-71.30341,Entire home/apt,108,3,14,2017-12-30,0.32,1,86
3593771,famille/couple/pers.seule bienvenue,18105419,Jonathan & Marie,,Quartier 4-2,46.88664,-71.2819,Private room,55,7,1,2015-09-06,0.02,1,0
3602805,"Close, practical and cute !",18134905,Emi',,Vieux-Limoilou,46.82457,-71.22646,Entire home/apt,66,2,7,2015-09-04,0.13,1,0
3610348,Beautiful and cozy room in Limoilou,7533657,Jacinthe,,Vieux-Limoilou,46.82375,-71.22557,Private room,39,1,80,2019-03-03,4.29,1,79
3662236,"Loft charmant, quartier paisible :)",18558472,Rachel,,Saint-Jean-Baptiste,46.80756,-71.22854,Entire home/apt,75,1,2,2018-01-23,0.04,1,0
3666185,Glorious loft,18590676,Hébergement Du Ruisseau,,Vieux-Limoilou,46.82488,-71.22241,Entire home/apt,125,30,42,2018-08-08,0.83,1,365
3678120,Chambre au coeur de la Haute-Ville ,18685843,Marielle,,Saint-Jean-Baptiste,46.8064,-71.22553,Private room,42,13,3,2014-09-01,0.05,4,365
3678952,Chambre au coeur de la Haute-Ville,18685843,Marielle,,Saint-Jean-Baptiste,46.80562,-71.22367,Private room,39,13,2,2015-08-03,0.04,4,365
3731999,"Cosy apt Quebec downtown, sleeps 4",1646154,Dimitri,,Saint-Sauveur,46.81434,-71.23963,Entire home/apt,33,55,28,2017-09-30,0.51,8,6
3765191,Travel and Comfort,7989786,Elizabeth,,Neufchâtel-Est/Lebourgneuf,46.84015,-71.3006,Private room,60,1,26,2017-07-30,0.47,3,365
3766224,Kingbed & Private bathroom 4comfort,7989786,Elizabeth,,Neufchâtel-Est/Lebourgneuf,46.84,-71.30162,Private room,100,1,2,2015-07-16,0.04,3,365
3788705,Separate beds 4 good night's sleep,7989786,Elizabeth,,Neufchâtel-Est/Lebourgneuf,46.83928,-71.30168,Private room,60,1,16,2017-07-28,0.29,3,365
3801425,DOWNTOWN LUXURY LOFT,10343591,Erika,,Saint-Roch,46.81238,-71.22751,Entire home/apt,70,25,19,2017-09-30,0.34,3,245
3827476,Maison située dans le Vieux-Québec,19694974,Maison La Chapelière,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80202,-71.20967,Entire home/apt,592,2,13,2018-09-14,0.26,1,311
3861813,Penthouse historique avec vue remarquable Vieux-QC,19871269,Marco,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81596,-71.20812,Entire home/apt,250,2,8,2018-02-05,0.46,1,0
3867765,La Casa - whole floor for you and FREE BREAKFAST!,16641680,Saul,,Lairet,46.83648,-71.25005,Private room,59,1,126,2019-02-18,2.28,1,178
3874585,Contemporary cottage in Québec City,17476020,Bruno,,Vieux-Limoilou,46.83016,-71.23078,Entire home/apt,275,1,81,2019-02-17,1.46,2,309
3880306,La vie de quartier à la Haute-Ville,18685843,Marielle,,Saint-Jean-Baptiste,46.80742,-71.22367,Private room,39,31,2,2018-09-26,0.11,4,347
3895617,La vie de quartier en Haute-Ville 2,18685843,Marielle,,Saint-Jean-Baptiste,46.80535,-71.22343,Private room,42,31,0,,,4,365
3963007,Jolie chambre au centre de la Basse-Ville,20539154,Arnaud,,Saint-Sauveur,46.81453,-71.2387,Private room,60,1,53,2018-10-05,0.97,2,0
4010802,Tout inclus,1167666,Nathalie,,Plateau,46.77796,-71.32844,Entire home/apt,150,7,3,2018-08-23,0.08,1,363
4020380,maison à cap rouge,8820702,Laymy,,Cap-Rouge,46.76102,-71.3585,Entire home/apt,159,2,8,2018-08-21,0.18,1,72
4023723,Perfect for student in exchange,19986012,Maxime,,Cité Universitaire,46.77638,-71.30061,Private room,50,3,0,,,1,0
4044623,Room in center of qc !,20971492,Stéphane,,Saint-Sauveur,46.81115,-71.23897,Private room,50,1,14,2015-08-27,0.26,2,0
4069643,2 CHAMBRES - VIEUX QUEBEC -FAMILLE BIENVENUES,21107303,Flavie,,Sillery,46.7893,-71.25003,Entire home/apt,66,2,157,2018-10-21,2.88,2,365
4077412,"Chambre privée et +, près de tout !",21149027,Marc,,Saint-Sauveur,46.81136,-71.23334,Private room,50,1,299,2019-02-24,6.43,1,75
4084773,Condo au coeur du vieux Limoilou !,5196374,Dominique,,Vieux-Limoilou,46.82577,-71.22644,Entire home/apt,80,14,0,,,1,0
4104404,Spacious 2 bedrooms and 1 living room,21285275,Michel,,Sillery,46.7925,-71.24688,Entire home/apt,84,3,19,2018-08-13,0.43,3,0
4121733,"Comfort, cachet, central, parking.",9356528,Marjorie,,Saint-Jean-Baptiste,46.81097,-71.22015,Entire home/apt,179,2,106,2017-04-30,1.96,1,64
4178583,Beautiful cosy room (St-Sauveur),8361696,Marie-Andrée,,Saint-Sauveur,46.80991,-71.23223,Private room,55,1,2,2015-02-17,0.04,1,0
4182766,A l'enseigne d'un grand voyageur-1,10020866,Robert,,Neufchâtel-Est/Lebourgneuf,46.84869,-71.30894,Private room,75,1,77,2018-08-25,1.51,2,327
